Symbol,ftp_nasdaqtrader,nasdaq_screener_api,nasdaq_traded_list,nasdaq_listed_list,yahoo_nasdaq_tickers
EBIT,1,0,1,0,0
EBIZ,1,0,1,1,0
EBMT,1,1,1,1,0
EBND,1,0,1,0,0
EBON,1,1,1,1,0
EBR,1,0,1,0,0
EBR.B,1,0,1,0,0
EBS,1,0,1,0,0
EBTC,1,1,1,1,0
EBUF,1,0,1,0,0
EC,1,0,1,0,0
ECAT,1,0,1,0,0
ECBK,1,1,1,1,0
ECC,1,0,1,0,0
ECC$D,1,0,1,0,0
ECCC,1,0,1,0,0
ECCF,1,0,1,0,0
ECCU,1,0,1,0,0
ECCV,1,0,1,0,0
ECCW,1,0,1,0,0
ECCX,1,0,1,0,0
ECDA,1,1,1,1,0
ECDAW,1,1,1,1,0
ECF,1,0,1,0,0
ECF$A,1,0,1,0,0
ECG,1,0,1,0,0
ECH,1,0,1,0,0
ECL,1,0,1,0,0
ECLN,1,0,1,0,0
ECML,1,0,1,0,0
ECNS,1,0,1,0,0
ECO,1,0,1,0,0
ECON,1,0,1,0,0
ECOR,1,1,1,1,0
ECOW,1,0,1,1,0
ECPG,1,1,1,1,0
ECVT,1,0,1,0,0
ECX,1,1,1,1,0
ECXWW,1,1,1,1,0
ED,1,0,1,0,0
EDAP,1,1,1,1,0
EDBL,1,1,1,1,0
EDBLW,1,1,1,1,0
EDC,1,0,1,0,0
EDD,1,0,1,0,0
EDEN,1,0,1,0,0
EDF,1,0,1,0,0
EDGE,1,0,1,0,0
EDGF,1,0,1,0,0
EDGH,1,0,1,0,0
EDGI,1,0,1,0,0
EDGU,1,0,1,0,0
EDIT,1,1,1,1,0
EDIV,1,0,1,0,0
EDN,1,0,1,0,0
EDOC,1,0,1,1,0
EDOG,1,0,1,0,0
EDOW,1,0,1,0,0
EDR,1,0,1,0,0
EDRY,1,1,1,1,0
EDSA,1,1,1,1,0
EDTK,1,1,1,1,0
EDU,1,0,1,0,0
EDUC,1,1,1,1,0
EDV,1,0,1,0,0
EDZ,1,0,1,0,0
EE,1,0,1,0,0
EEA,1,0,1,0,0
EEFT,1,1,1,1,0
EEIQ,1,1,1,1,0
EELV,1,0,1,0,0
EEM,1,0,1,0,0
EEMA,1,0,1,1,0
EEMO,1,0,1,0,0
EEMS,1,0,1,0,0
EEMV,1,0,1,0,0
EEMX,1,0,1,0,0
EES,1,0,1,0,0
EET,1,0,1,0,0
EETH,1,0,1,0,0
EEV,1,0,1,0,0
EEX,1,0,1,0,0
EFA,1,0,1,0,0
EFAA,1,0,1,0,0
EFAD,1,0,1,0,0
EFAS,1,0,1,1,0
EFAV,1,0,1,0,0
EFAX,1,0,1,0,0
EFC,1,0,1,0,0
EFC$A,1,0,1,0,0
EFC$B,1,0,1,0,0
EFC$C,1,0,1,0,0
EFC$D,1,0,1,0,0
EFFE,1,0,1,0,0
EFFI,1,0,1,0,0
EFG,1,0,1,0,0
EFIV,1,0,1,0,0
EFIX,1,0,1,0,0
EFNL,1,0,1,0,0
EFO,1,0,1,0,0
EFOI,1,1,1,1,0
EFR,1,0,1,0,0
EFRA,1,0,1,1,0
EFSC,1,1,1,1,0
EFSCP,1,1,1,1,0
EFSH,1,0,1,0,0
EFT,1,0,1,0,0
EFU,1,0,1,0,0
EFV,1,0,1,0,0
EFX,1,0,1,0,0
EFXT,1,0,1,0,0
EFZ,1,0,1,0,0
EG,1,0,1,0,0
EGAN,1,1,1,1,0
EGBN,1,1,1,1,0
EGF,1,0,1,0,0
EGGQ,1,0,1,1,0
EGGS,1,0,1,0,0
EGGY,1,0,1,0,0
EGHT,1,1,1,1,0
EGO,1,0,1,0,0
EGP,1,0,1,0,0
EGUS,1,0,1,0,0
EGY,1,0,1,0,0
EH,1,1,1,1,0
EHAB,1,0,1,0,0
EHC,1,0,1,0,0
EHGO,1,1,1,1,0
EHI,1,0,1,0,0
EHLS,1,0,1,1,0
EHTH,1,1,1,1,0
EIC,1,0,1,0,0
EICA,1,0,1,0,0
EICB,1,0,1,0,0
EICC,1,0,1,0,0
EIDO,1,0,1,0,0
EIG,1,0,1,0,0
EIIA,1,0,1,0,0
EIM,1,0,1,0,0
EINC,1,0,1,0,0
EIPI,1,0,1,0,0
EIPX,1,0,1,0,0
EIRL,1,0,1,0,0
EIS,1,0,1,0,0
EIX,1,0,1,0,0
EJAN,1,0,1,0,0
EJH,1,1,1,1,0
EJUL,1,0,1,0,0
EKG,1,0,1,1,0
EKSO,1,1,1,1,0
EL,1,0,1,0,0
ELA,1,0,1,0,0
ELAB,1,1,1,1,0
ELAN,1,0,1,0,0
ELBM,1,1,1,1,0
ELC,1,0,1,0,0
ELCV,1,0,1,0,0
ELD,1,0,1,0,0
ELDN,1,1,1,1,0
ELEV,1,1,1,1,0
ELF,1,0,1,0,0
ELLO,1,0,1,0,0
ELMD,1,0,1,0,0
ELME,1,0,1,0,0
ELP,1,0,1,0,0
ELPC,1,0,1,0,0
ELPW,1,1,1,1,0
ELQD,1,0,1,0,0
ELS,1,0,1,0,0
ELSE,1,1,1,1,0
ELTK,1,1,1,1,0
ELTX,1,1,1,1,0
ELUT,1,1,1,1,0
ELV,1,0,1,0,0
ELVA,1,1,1,1,0
ELVN,1,1,1,1,0
ELWS,1,1,1,1,0
EM,1,1,1,1,0
EMB,1,0,1,1,0
EMBC,1,1,1,1,0
EMBD,1,0,1,0,0
EMC,1,0,1,0,0
EMCB,1,0,1,1,0
EMCC,1,0,1,0,0
EMCG,1,0,1,1,0
EMCGR,1,1,1,1,0
EMCGU,1,1,1,1,0
EMCGW,1,1,1,1,0
EMCR,1,0,1,0,0
EMCS,1,0,1,0,0
EMD,1,0,1,0,0
EMDM,1,0,1,0,0
EMDV,1,0,1,0,0
EME,1,0,1,0,0
EMEQ,1,0,1,1,0
EMF,1,0,1,0,0
EMGF,1,0,1,0,0
EMHC,1,0,1,0,0
EMHY,1,0,1,0,0
EMIF,1,0,1,1,0
EMKR,1,1,1,1,0
EML,1,1,1,1,0
EMLC,1,0,1,0,0
EMLP,1,0,1,0,0
EMM,1,0,1,0,0
EMMF,1,0,1,0,0
EMN,1,0,1,0,0
EMNT,1,0,1,0,0
EMO,1,0,1,0,0
EMOT,1,0,1,0,0
EMP,1,0,1,0,0
EMPB,1,0,1,0,0
EMQQ,1,0,1,0,0
EMR,1,0,1,0,0
EMSF,1,0,1,0,0
EMTL,1,0,1,0,0
EMTY,1,0,1,0,0
EMX,1,0,1,0,0
EMXC,1,0,1,1,0
EMXF,1,0,1,1,0
ENB,1,0,1,0,0
ENFN,1,0,1,0,0
ENFR,1,0,1,0,0
ENFY,1,0,1,0,0
ENGN,1,1,1,1,0
ENGNW,1,1,1,1,0
ENIC,1,0,1,0,0
ENJ,1,0,1,0,0
ENLC,1,0,1,0,0
ENLT,1,1,1,1,0
ENLV,1,1,1,1,0
ENO,1,0,1,0,0
ENOR,1,0,1,0,0
ENOV,1,0,1,0,0
ENPH,1,1,1,1,0
ENR,1,0,1,0,0
ENS,1,0,1,0,0
ENSC,1,1,1,1,0
ENSG,1,1,1,1,0
ENTA,1,1,1,1,0
ENTG,1,1,1,1,0
ENTO,1,1,1,1,0
ENTX,1,1,1,1,0
ENVA,1,0,1,0,0
ENVB,1,1,1,1,0
ENVX,1,1,1,1,0
ENX,1,0,1,0,0
ENZ,1,0,1,0,0
ENZL,1,0,1,1,0
EOCT,1,0,1,0,0
EOD,1,0,1,0,0
EOG,1,0,1,0,0
EOI,1,0,1,0,0
EOLS,1,1,1,1,0
EONR,1,0,1,0,0
EOS,1,0,1,0,0
EOSE,1,1,1,1,0
EOSEW,1,1,1,1,0
EOT,1,0,1,0,0
EP,1,0,1,0,0
EP$C,1,0,1,0,0
EPAC,1,0,1,0,0
EPAM,1,0,1,0,0
EPC,1,0,1,0,0
EPD,1,0,1,0,0
EPHE,1,0,1,0,0
EPI,1,0,1,0,0
EPIX,1,1,1,1,0
EPM,1,0,1,0,0
EPOL,1,0,1,0,0
EPOW,1,1,1,1,0
EPP,1,0,1,0,0
EPR,1,0,1,0,0
EPR$C,1,0,1,0,0
EPR$E,1,0,1,0,0
EPR$G,1,0,1,0,0
EPRF,1,0,1,0,0
EPRT,1,0,1,0,0
EPRX,1,1,1,1,0
EPS,1,0,1,0,0
EPSN,1,1,1,1,0
EPU,1,0,1,0,0
EPV,1,0,1,0,0
EQ,1,1,1,1,0
EQAL,1,0,1,0,0
EQBK,1,0,1,0,0
EQC,1,0,1,0,0
EQH,1,0,1,0,0
EQH$A,1,0,1,0,0
EQH$C,1,0,1,0,0
EQIN,1,0,1,0,0
EQIX,1,1,1,1,0
EQL,1,0,1,0,0
EQLS,1,0,1,0,0
EQLT,1,0,1,0,0
EQNR,1,0,1,0,0
EQR,1,0,1,0,0
EQRR,1,0,1,1,0
EQS,1,0,1,0,0
EQT,1,0,1,0,0
EQTY,1,0,1,0,0
EQV,1,0,1,0,0
EQV.U,1,0,1,0,0
EQV.W,1,0,1,0,0
EQWL,1,0,1,0,0
EQX,1,0,1,0,0
ERAS,1,1,1,1,0
ERC,1,0,1,0,0
ERET,1,0,1,1,0
ERH,1,0,1,0,0
ERIC,1,1,1,1,0
ERIE,1,1,1,1,0
ERII,1,1,1,1,0
ERJ,1,0,1,0,0
ERNA,1,1,1,1,0
ERNZ,1,0,1,1,0
ERO,1,0,1,0,0
ERTH,1,0,1,0,0
ERX,1,0,1,0,0
ERY,1,0,1,0,0
ES,1,0,1,0,0
ESAB,1,0,1,0,0
ESBA,1,0,1,0,0
ESCA,1,1,1,1,0
ESE,1,0,1,0,0
ESEA,1,1,1,1,0
ESG,1,0,1,0,0
ESGD,1,0,1,1,0
ESGE,1,0,1,1,0
ESGG,1,0,1,0,0
ESGL,1,1,1,1,0
ESGLW,1,1,1,1,0
ESGR,1,1,1,1,0
ESGRO,1,1,1,1,0
ESGRP,1,1,1,1,0
ESGU,1,0,1,1,0
ESGV,1,0,1,0,0
ESGX,1,0,1,0,0
ESHA,1,0,1,1,0
ESHAR,1,1,1,1,0
ESI,1,0,1,0,0
ESIX,1,0,1,0,0
ESLA,1,1,1,1,0
ESLAW,1,0,1,1,0
ESLT,1,1,1,1,0
ESML,1,0,1,0,0
ESMV,1,0,1,1,0
ESN,1,0,1,1,0
ESNT,1,0,1,0,0
ESOA,1,1,1,1,0
ESP,1,0,1,0,0
ESPO,1,0,1,1,0
ESPR,1,1,1,1,0
ESQ,1,1,1,1,0
ESRT,1,0,1,0,0
ESS,1,0,1,0,0
ESSA,1,1,1,1,0
ESTA,1,1,1,1,0
ESTC,1,0,1,0,0
ET,1,0,1,0,0
ET$I,1,0,1,0,0
ETB,1,0,1,0,0
ETD,1,0,1,0,0
ETEC,1,0,1,1,0
ETG,1,0,1,0,0
ETH,1,0,1,0,0
ETHA,1,0,1,1,0
ETHD,1,0,1,0,0
ETHE,1,0,1,0,0
ETHO,1,0,1,0,0
ETHT,1,0,1,0,0
ETHU,1,0,1,0,0
ETHV,1,0,1,0,0
ETHW,1,0,1,0,0
ETI$,1,0,1,0,0
ETJ,1,0,1,0,0
ETN,1,0,1,0,0
ETNB,1,1,1,1,0
ETO,1,0,1,0,0
ETON,1,1,1,1,0
ETQ,1,0,1,0,0
ETR,1,0,1,0,0
ETSY,1,1,1,1,0
ETU,1,0,1,0,0
ETV,1,0,1,0,0
ETW,1,0,1,0,0
ETWO,1,0,1,0,0
ETX,1,0,1,0,0
ETY,1,0,1,0,0
EU,1,1,1,1,0
EUAD,1,0,1,0,0
EUDA,1,1,1,1,0
EUDAW,1,1,1,1,0
EUDG,1,0,1,0,0
EUDV,1,0,1,0,0
EUFN,1,0,1,1,0
EUM,1,0,1,0,0
EUO,1,0,1,0,0
EURK,1,1,1,1,0
EURKR,1,0,1,1,0
EURKU,1,1,1,1,0
EURL,1,0,1,0,0
EUSA,1,0,1,0,0
EUSB,1,0,1,0,0
EUSC,1,0,1,0,0
EUSM,1,0,1,0,0
EV,1,0,1,0,0
EVAV,1,0,1,0,0
EVAX,1,1,1,1,0
EVBN,1,0,1,0,0
EVC,1,0,1,0,0
EVCM,1,1,1,1,0
EVER,1,1,1,1,0
EVEX,1,0,1,0,0
EVF,1,0,1,0,0
EVG,1,0,1,0,0
EVGN,1,1,1,1,0
EVGO,1,1,1,1,0
EVGOW,1,1,1,1,0
EVGR,1,1,1,1,0
EVGRU,1,1,1,1,0
EVGRW,1,1,1,1,0
EVH,1,0,1,0,0
EVHY,1,0,1,0,0
EVI,1,0,1,0,0
EVIM,1,0,1,0,0
EVLN,1,0,1,0,0
EVLU,1,0,1,0,0
EVLV,1,1,1,1,0
EVLVW,1,1,1,1,0
EVM,1,0,1,0,0
EVMT,1,0,1,1,0
EVN,1,0,1,0,0
EVNT,1,0,1,0,0
EVO,1,1,1,1,0
EVOK,1,1,1,1,0
EVR,1,0,1,0,0
EVRG,1,1,1,1,0
EVRI,1,0,1,0,0
EVSB,1,0,1,0,0
EVSD,1,0,1,1,0
EVSM,1,0,1,0,0
EVT,1,0,1,0,0
EVTC,1,0,1,0,0
EVTL,1,0,1,0,0
EVTR,1,0,1,0,0
EVTV,1,1,1,1,0
EVUS,1,0,1,0,0
EVV,1,0,1,0,0
EVX,1,0,1,0,0
EW,1,0,1,0,0
EWA,1,0,1,0,0
EWBC,1,1,1,1,0
EWC,1,0,1,0,0
EWCZ,1,1,1,1,0
EWD,1,0,1,0,0
EWG,1,0,1,0,0
EWH,1,0,1,0,0
EWI,1,0,1,0,0
EWJ,1,0,1,0,0
EWJV,1,0,1,1,0
EWK,1,0,1,0,0
EWL,1,0,1,0,0
EWM,1,0,1,0,0
EWN,1,0,1,0,0
EWO,1,0,1,0,0
EWP,1,0,1,0,0
EWQ,1,0,1,0,0
EWS,1,0,1,0,0
EWT,1,0,1,0,0
EWTX,1,1,1,1,0
EWU,1,0,1,0,0
EWUS,1,0,1,0,0
EWV,1,0,1,0,0
EWW,1,0,1,0,0
EWX,1,0,1,0,0
EWY,1,0,1,0,0
EWZ,1,0,1,0,0
EWZS,1,0,1,1,0
EXAS,1,1,1,1,0
EXC,1,1,1,1,0
EXE,1,1,1,1,0
EXEEL,1,1,1,1,0
EXEEW,1,0,1,1,0
EXEEZ,1,1,1,1,0
EXEL,1,1,1,1,0
EXFY,1,1,1,1,0
EXG,1,0,1,0,0
EXI,1,0,1,0,0
EXK,1,0,1,0,0
EXLS,1,1,1,1,0
EXOD,1,0,1,0,0
EXP,1,0,1,0,0
EXPD,1,0,1,0,0
EXPE,1,1,1,1,0
EXPI,1,1,1,1,0
EXPO,1,1,1,1,0
EXR,1,0,1,0,0
EXTR,1,1,1,1,0
EYE,1,1,1,1,0
EYEG,1,0,1,1,0
EYEN,1,1,1,1,0
EYLD,1,0,1,0,0
EYPT,1,1,1,1,0
EZA,1,0,1,0,0
EZBC,1,0,1,0,0
EZET,1,0,1,0,0
EZFL,1,1,1,1,0
EZGO,1,1,1,1,0
EZJ,1,0,1,0,0
EZM,1,0,1,0,0
EZPW,1,1,1,1,0
EZU,1,0,1,0,0
F,1,0,1,0,0
F$B,1,0,1,0,0
F$C,1,0,1,0,0
F$D,1,0,1,0,0
FA,1,1,1,1,0
FAAR,1,0,1,1,0
FAAS,1,1,1,1,0
FAASW,1,1,1,1,0
FAB,1,0,1,1,0
FACT,1,1,1,1,0
FACTU,1,1,1,1,0
FACTW,1,1,1,1,0
FAD,1,0,1,1,0
FAF,1,0,1,0,0
FAI,1,0,1,0,0
FALN,1,0,1,1,0
FAMI,1,1,1,1,0
FAN,1,0,1,0,0
FANG,1,1,1,1,0
FAPR,1,0,1,0,0
FARM,1,1,1,1,0
FARO,1,1,1,1,0
FARX,1,0,1,0,0
FAS,1,0,1,0,0
FAST,1,1,1,1,0
FAT,1,1,1,1,0
FATBB,1,1,1,1,0
FATBP,1,1,1,1,0
FATBW,1,1,1,1,0
FATE,1,1,1,1,0
FAUG,1,0,1,0,0
FAX,1,0,1,0,0
FAZ,1,0,1,0,0
FBCG,1,0,1,0,0
FBCV,1,0,1,0,0
FBIN,1,0,1,0,0
FBIO,1,1,1,1,0
FBIOP,1,1,1,1,0
FBIZ,1,1,1,1,0
FBK,1,0,1,0,0
FBL,1,0,1,1,0
FBLA,1,1,1,1,0
FBLG,1,1,1,1,0
FBMS,1,0,1,0,0
FBNC,1,1,1,1,0
FBND,1,0,1,0,0
FBOT,1,0,1,1,0
FBP,1,0,1,0,0
FBRT,1,0,1,0,0
FBRX,1,1,1,1,0
FBT,1,0,1,0,0
FBTC,1,0,1,0,0
FBUF,1,0,1,0,0
FBY,1,0,1,0,0
FBYD,1,1,1,1,0
FBYDW,1,1,1,1,0
FBZ,1,0,1,1,0
FC,1,0,1,0,0
FCA,1,0,1,1,0
FCAL,1,0,1,1,0
FCAP,1,1,1,1,0
FCBC,1,1,1,1,0
FCBD,1,0,1,0,0
FCCO,1,1,1,1,0
FCEF,1,0,1,1,0
FCEL,1,1,1,1,0
FCF,1,0,1,0,0
FCFS,1,1,1,1,0
FCFY,1,0,1,0,0
FCG,1,0,1,0,0
FCLD,1,0,1,0,0
FCN,1,0,1,0,0
FCNCA,1,1,1,1,0
FCNCO,1,1,1,1,0
FCNCP,1,1,1,1,0
FCO,1,0,1,0,0
FCOM,1,0,1,0,0
FCOR,1,0,1,0,0
FCPI,1,0,1,0,0
FCPT,1,0,1,0,0
FCRX,1,0,1,0,0
FCSH,1,0,1,0,0
FCT,1,0,1,0,0
FCTE,1,0,1,1,0
FCTR,1,0,1,0,0
FCUS,1,0,1,0,0
FCUV,1,1,1,1,0
FCVT,1,0,1,1,0
FCX,1,0,1,0,0
FDAT,1,0,1,0,0
FDBC,1,1,1,1,0
FDCE,1,0,1,0,0
FDCF,1,0,1,1,0
FDD,1,0,1,0,0
FDEC,1,0,1,0,0
FDEM,1,0,1,0,0
FDEV,1,0,1,0,0
FDFF,1,0,1,1,0
FDG,1,0,1,0,0
FDGR,1,0,1,0,0
FDHT,1,0,1,0,0
FDHY,1,0,1,0,0
FDIF,1,0,1,1,0
FDIG,1,0,1,1,0
FDIS,1,0,1,0,0
FDIV,1,0,1,1,0
FDL,1,0,1,0,0
FDLO,1,0,1,0,0
FDLS,1,0,1,0,0
FDM,1,0,1,0,0
FDMO,1,0,1,0,0
FDMT,1,1,1,1,0
FDN,1,0,1,0,0
FDND,1,0,1,0,0
FDNI,1,0,1,1,0
FDP,1,0,1,0,0
FDRR,1,0,1,0,0
FDRV,1,0,1,0,0
FDS,1,0,1,0,0
FDSB,1,1,1,1,0
FDT,1,0,1,1,0
FDTB,1,0,1,0,0
FDTS,1,0,1,1,0
FDTX,1,0,1,1,0
FDUS,1,1,1,1,0
FDV,1,0,1,0,0
FDVL,1,0,1,0,0
FDVV,1,0,1,0,0
FDWM,1,0,1,0,0
FDX,1,0,1,0,0
FE,1,0,1,0,0
FEAC,1,0,1,0,0
FEAM,1,1,1,1,0
FEAT,1,0,1,1,0
FEBO,1,1,1,1,0
FEBP,1,0,1,0,0
FEBT,1,0,1,0,0
FEBW,1,0,1,0,0
FEBZ,1,0,1,0,0
FEDM,1,0,1,0,0
FEDU,1,0,1,0,0
FEGE,1,0,1,0,0
FEIG,1,0,1,0,0
FEIM,1,1,1,1,0
FELC,1,0,1,0,0
FELE,1,1,1,1,0
FELG,1,0,1,0,0
FELV,1,0,1,0,0
FEM,1,0,1,1,0
FEMB,1,0,1,1,0
FEMR,1,0,1,0,0
FEMS,1,0,1,1,0
FEMY,1,1,1,1,0
FENC,1,1,1,1,0
FENG,1,0,1,0,0
FENI,1,0,1,0,0
FENY,1,0,1,0,0
FEOE,1,0,1,0,0
FEP,1,0,1,1,0
FEPI,1,0,1,1,0
FER,1,1,1,1,0
FERG,1,0,1,0,0
FESM,1,0,1,0,0
FET,1,0,1,0,0
FETH,1,0,1,0,0
FEUS,1,0,1,0,0
FEUZ,1,0,1,1,0
FEX,1,0,1,1,0
FEZ,1,0,1,0,0
FF,1,0,1,0,0
FFA,1,0,1,0,0
FFBC,1,1,1,1,0
FFC,1,0,1,0,0
FFDI,1,0,1,0,0
FFEB,1,0,1,0,0
FFEM,1,0,1,0,0
FFGX,1,0,1,0,0
FFIC,1,1,1,1,0
FFIE,1,1,1,1,0
FFIEW,1,1,1,1,0
FFIN,1,1,1,1,0
FFIU,1,0,1,0,0
FFIV,1,1,1,1,0
FFLC,1,0,1,0,0
FFLG,1,0,1,0,0
FFLS,1,0,1,0,0
FFLV,1,0,1,0,0
FFND,1,0,1,0,0
FFNW,1,1,1,1,0
FFOG,1,0,1,0,0
FFSM,1,0,1,0,0
FFTY,1,0,1,0,0
FFWM,1,0,1,0,0
FG,1,0,1,0,0
FGB,1,0,1,0,0
FGBI,1,1,1,1,0
FGBIP,1,1,1,1,0
FGD,1,0,1,0,0
FGDL,1,0,1,0,0
FGEN,1,1,1,1,0
FGF,1,1,1,1,0
FGFPP,1,1,1,1,0
FGI,1,1,1,1,0
FGIWW,1,1,1,1,0
FGL,1,1,1,1,0
FGM,1,0,1,1,0
FGN,1,0,1,0,0
FGSM,1,0,1,0,0
FGSN,1,0,1,0,0
FHB,1,1,1,1,0
FHDG,1,0,1,0,0
FHEQ,1,0,1,0,0
FHI,1,0,1,0,0
FHLC,1,0,1,0,0
FHN,1,0,1,0,0
FHN$B,1,0,1,0,0
FHN$C,1,0,1,0,0
FHN$E,1,0,1,0,0
FHN$F,1,0,1,0,0
FHTX,1,1,1,1,0
FHYS,1,0,1,0,0
FI,1,0,1,0,0
FIAT,1,0,1,0,0
FIAX,1,0,1,0,0
FIBK,1,1,1,1,0
FIBR,1,0,1,0,0
FICO,1,0,1,0,0
FICS,1,0,1,1,0
FID,1,0,1,1,0
FIDI,1,0,1,0,0
FIDU,1,0,1,0,0
FIG,1,0,1,0,0
FIGB,1,0,1,0,0
FIGS,1,0,1,0,0
FIHL,1,0,1,0,0
FIIG,1,0,1,0,0
FILL,1,0,1,0,0
FINE,1,0,1,1,0
FINS,1,0,1,0,0
FINT,1,0,1,0,0
FINV,1,0,1,0,0
FINW,1,1,1,1,0
FINX,1,0,1,1,0
FIP,1,1,1,1,0
FIRI,1,0,1,0,0
FIRS,1,0,1,0,0
FIS,1,0,1,0,0
FISI,1,1,1,1,0
FISK,1,0,1,0,0
FISR,1,0,1,0,0
FITB,1,1,1,1,0
FITBI,1,1,1,1,0
FITBO,1,1,1,1,0
FITBP,1,1,1,1,0
FITE,1,0,1,0,0
FIVA,1,0,1,0,0
FIVE,1,1,1,1,0
FIVN,1,1,1,1,0
FIVY,1,0,1,1,0
FIW,1,0,1,0,0
FIX,1,0,1,0,0
FIXD,1,0,1,1,0
FIXP,1,0,1,0,0
FIZZ,1,1,1,1,0
FJAN,1,0,1,0,0
FJP,1,0,1,1,0
FJUL,1,0,1,0,0
FJUN,1,0,1,0,0
FKU,1,0,1,1,0
FKWL,1,1,1,1,0
FL,1,0,1,0,0
FLAO,1,0,1,0,0
FLAU,1,0,1,0,0
FLAX,1,0,1,0,0
FLBL,1,0,1,0,0
FLBR,1,0,1,0,0
FLC,1,0,1,0,0
FLCA,1,0,1,0,0
FLCB,1,0,1,0,0
FLCC,1,0,1,0,0
FLCE,1,0,1,0,0
FLCG,1,0,1,0,0
FLCH,1,0,1,0,0
FLCO,1,0,1,0,0
FLCV,1,0,1,0,0
FLDB,1,0,1,1,0
FLDR,1,0,1,0,0
FLDZ,1,0,1,0,0
FLEE,1,0,1,0,0
FLEU,1,0,1,0,0
FLEX,1,1,1,1,0
FLG,1,0,1,0,0
FLG$A,1,0,1,0,0
FLG$U,1,0,1,0,0
FLGB,1,0,1,0,0
FLGC,1,1,1,1,0
FLGR,1,0,1,0,0
FLGT,1,1,1,1,0
FLGV,1,0,1,0,0
FLHK,1,0,1,0,0
FLHY,1,0,1,0,0
FLIA,1,0,1,0,0
FLIC,1,1,1,1,0
FLIN,1,0,1,0,0
FLJH,1,0,1,0,0
FLJJ,1,0,1,0,0
FLJP,1,0,1,0,0
FLKR,1,0,1,0,0
FLL,1,1,1,1,0
FLLA,1,0,1,0,0
FLMB,1,0,1,0,0
FLMI,1,0,1,0,0
FLMX,1,0,1,0,0
FLN,1,0,1,1,0
FLNC,1,1,1,1,0
FLNG,1,0,1,0,0
FLNT,1,1,1,1,0
FLO,1,0,1,0,0
FLOC,1,0,1,0,0
FLOT,1,0,1,0,0
FLOW,1,0,1,0,0
FLQL,1,0,1,0,0
FLQM,1,0,1,0,0
FLQS,1,0,1,0,0
FLR,1,0,1,0,0
FLRG,1,0,1,0,0
FLRN,1,0,1,0,0
FLRT,1,0,1,0,0
FLS,1,0,1,0,0
FLSA,1,0,1,0,0
FLSP,1,0,1,0,0
FLSW,1,0,1,0,0
FLTB,1,0,1,0,0
FLTR,1,0,1,0,0
FLTW,1,0,1,0,0
FLUD,1,0,1,0,0
FLUT,1,0,1,0,0
FLUX,1,1,1,1,0
FLV,1,0,1,0,0
FLWS,1,1,1,1,0
FLX,1,1,1,1,0
FLXR,1,0,1,0,0
FLXS,1,1,1,1,0
FLYD,1,0,1,0,0
FLYE,1,1,1,1,0
FLYU,1,0,1,0,0
FLYW,1,1,1,1,0
FLYX,1,0,1,0,0
FMAG,1,0,1,0,0
FMAO,1,1,1,1,0
FMAR,1,0,1,0,0
FMAT,1,0,1,0,0
FMAY,1,0,1,0,0
FMB,1,0,1,1,0
FMBH,1,1,1,1,0
FMC,1,0,1,0,0
FMCE,1,0,1,0,0
FMCX,1,0,1,0,0
FMDE,1,0,1,0,0
FMED,1,0,1,1,0
FMET,1,0,1,1,0
FMF,1,0,1,0,0
FMHI,1,0,1,1,0
FMN,1,0,1,0,0
FMNB,1,1,1,1,0
FMNY,1,0,1,0,0
FMQQ,1,0,1,0,0
FMS,1,0,1,0,0
FMST,1,1,1,1,0
FMSTW,1,1,1,1,0
FMX,1,0,1,0,0
FMY,1,0,1,0,0
FN,1,0,1,0,0
FNA,1,0,1,0,0
FNB,1,0,1,0,0
FNCL,1,0,1,0,0
FND,1,0,1,0,0
FNDA,1,0,1,0,0
FNDB,1,0,1,0,0
FNDC,1,0,1,0,0
FNDE,1,0,1,0,0
FNDF,1,0,1,0,0
FNDX,1,0,1,0,0
FNF,1,0,1,0,0
FNGD,1,0,1,0,0
FNGG,1,0,1,0,0
FNGO,1,0,1,0,0
FNGR,1,1,1,1,0
FNGS,1,0,1,0,0
FNGU,1,0,1,0,0
FNK,1,0,1,1,0
FNKO,1,1,1,1,0
FNLC,1,1,1,1,0
FNOV,1,0,1,0,0
FNV,1,0,1,0,0
FNWB,1,1,1,1,0
FNWD,1,1,1,1,0
FNX,1,0,1,1,0
FNY,1,0,1,1,0
FOA,1,0,1,0,0
FOCT,1,0,1,0,0
FOF,1,0,1,0,0
FOLD,1,1,1,1,0
FONR,1,1,1,1,0
FOPC,1,0,1,0,0
FOR,1,0,1,0,0
FORA,1,1,1,1,0
FORD,1,1,1,1,0
FORH,1,0,1,0,0
FORL,1,1,1,1,0
FORLU,1,0,1,1,0
FORLW,1,1,1,1,0
FORM,1,1,1,1,0
FORR,1,1,1,1,0
FORTY,1,1,1,1,0
FOSL,1,1,1,1,0
FOSLL,1,1,1,1,0
FOUR,1,0,1,0,0
FOVL,1,0,1,0,0
FOWF,1,0,1,0,0
FOX,1,1,1,1,0
FOXA,1,1,1,1,0
FOXF,1,1,1,1,0
FOXO,1,0,1,0,0
FOXX,1,1,1,1,0
FOXXW,1,1,1,1,0
FPA,1,0,1,1,0
FPAG,1,0,1,0,0
FPAS,1,0,1,0,0
FPAY,1,1,1,1,0
FPE,1,0,1,0,0
FPEI,1,0,1,0,0
FPF,1,0,1,0,0
FPFD,1,0,1,0,0
FPH,1,0,1,0,0
